,resid,formula,Distance to Hull (eV),decomp,Distance to known hull (eV),decomp_known,structure_uuid,functional,Energy Per Atom (eV)
128,a7132e,Li4Fe2S2O3,0.09083935169421409,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.08481933724747481,Li2SO4+LiFeO2+FeS+Li2S,65294240-b860-42ba-ab11-affeb309b9b1,pbe,-5.242801855909091
129,83213f,Li4Fe2S2O3,0.10011441578512326,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.09409440133838398,Li2SO4+LiFeO2+FeS+Li2S,55dcb7a3-dad0-4146-8bf2-e13f2c71f066,pbe,-5.233526791818182
130,533cac,Li4Fe2S2O3,0.10097518942148742,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.09495517497474815,Li2SO4+LiFeO2+FeS+Li2S,4724c9f5-39ee-4f16-914b-ab73bc136034,pbe,-5.232666018181818
131,f14c0b,Li4Fe2S2O3,0.10256915305785075,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.09654913861111147,Li2SO4+LiFeO2+FeS+Li2S,730aba0e-a684-415c-a017-9e5c947307db,pbe,-5.2310720545454545
132,450c3f,Li4Fe2S2O3,0.11116431305785035,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.10514429861111108,Li2SO4+LiFeO2+FeS+Li2S,ab994664-1cba-4e4e-8165-ee3cddf6e1cf,pbe,-5.222476894545455
133,b8bb1f,Li3Fe3(S2O)2,0.09673785545138891,Li2SO4+Li2Fe4S3O2+FeS+Li2S,0.09280903969907328,Li2SO4+LiFeO2+FeS+Li2S,2a9566b4-9e0a-4da8-84f8-c615e53b61bd,pbe,-5.145400423333333
134,023972,Li3Fe3(S2O)2,0.1552587412847224,Li2SO4+Li2Fe4S3O2+FeS+Li2S,0.15132992553240676,Li2SO4+LiFeO2+FeS+Li2S,a1376f6f-dd88-421e-b009-003dfa2ee808,pbe,-5.0868795375
135,6893ed,Li4Fe2S4O,0.09678289492424152,Li2SO4+FeS+Li2S,0.09678289492424152,Li2SO4+FeS+Li2S,b46f7e9e-3691-493d-bb21-c13ee1f7a42b,pbe,-4.717876681818182
136,f87316,Li4Fe2S4O,0.10004894674242326,Li2SO4+FeS+Li2S,0.10004894674242326,Li2SO4+FeS+Li2S,523150bb-1ad4-491d-b7aa-8f588427d287,pbe,-4.71461063
137,0ff42f,Li4Fe2S4O,0.11159098946969603,Li2SO4+FeS+Li2S,0.11159098946969603,Li2SO4+FeS+Li2S,2ef1b245-d68b-40b7-b194-df85562d1398,pbe,-4.703068587272727
138,a7c225,Li4Fe2S4O,0.13586002856060553,Li2SO4+FeS+Li2S,0.13586002856060553,Li2SO4+FeS+Li2S,5facd40e-c2ac-4eab-bb14-252803dfafd4,pbe,-4.678799548181818
139,181358,Li4Fe2S4O,0.16162414583333184,Li2SO4+FeS+Li2S,0.16162414583333184,Li2SO4+FeS+Li2S,cc3b2358-3999-4170-93f6-04ee5067dbbc,pbe,-4.6530354309090916
140,89db5b,Li3Fe3S5O,0.1034805996744792,Li2SO4+FeS+Li2S+S,0.1034805996744792,Li2SO4+FeS+Li2S+S,86fb6696-d89c-4f2a-808a-4c0e6b78dfb6,pbe,-4.884688683333334
141,fa388e,Li3Fe3S5O,0.1094375896744797,Li2SO4+FeS+Li2S+S,0.1094375896744797,Li2SO4+FeS+Li2S+S,2f4fc4e0-26aa-4ceb-bad9-145227fbd96c,pbe,-4.878731693333333
142,a44f4d,Li3Fe3S5O,0.1124919096744792,Li2SO4+FeS+Li2S+S,0.1124919096744792,Li2SO4+FeS+Li2S+S,5a93e945-07a2-4106-91f7-3a0ce476eea0,pbe,-4.875677373333334
143,b763f1,Li3Fe3S5O,0.12885457384114574,Li2SO4+FeS+Li2S+S,0.12885457384114574,Li2SO4+FeS+Li2S+S,5ea8dc96-0212-4ff2-802a-70d870d90a87,pbe,-4.859314709166667
144,85b7eb,Li3Fe3S5O,0.1553653088411462,Li2SO4+FeS+Li2S+S,0.1553653088411462,Li2SO4+FeS+Li2S+S,365abbd6-b78c-4e58-8b34-c74c8db63e05,pbe,-4.832803974166667
145,4e46ae,LiFe3S4O,0.10492494067708247,Li2SO4+FeS+Li2S+S,0.10492494067708247,Li2SO4+FeS+Li2S+S,a6805d8e-37c6-42e7-a30b-08e0fbba6581,pbe,-5.213077517777778
146,d3b3c4,LiFe3S4O,0.10922572401041553,Li2SO4+FeS+Li2S+S,0.10922572401041553,Li2SO4+FeS+Li2S+S,c87fdcd1-5664-4123-a5c9-ea7c941a146b,pbe,-5.208776734444445
147,a40d94,LiFe3S4O,0.11594053234374968,Li2SO4+FeS+Li2S+S,0.11594053234374968,Li2SO4+FeS+Li2S+S,4bb9814b-9d52-442e-89a8-0a99e13cd789,pbe,-5.202061926111111
148,ae6b6c,LiFe3S4O,0.12036333012152767,Li2SO4+FeS+Li2S+S,0.12036333012152767,Li2SO4+FeS+Li2S+S,cbaecd93-f44b-4e34-bf2d-af22a7d261d1,pbe,-5.197639128333333
149,d0d77d,LiFe3S4O,0.12973277123263838,Li2SO4+FeS+Li2S+S,0.12973277123263838,Li2SO4+FeS+Li2S+S,c52bc0b0-b3a8-4a92-9560-62084a5184ba,pbe,-5.188269687222222
150,900ffc,Li3Fe3(SO2)2,0.10739023115530433,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.09917937057870319,Li2SO4+LiFeO2+FeS+Li2S,196a2742-9c69-4341-a14d-54cbefa7dd2f,pbe,-5.6092449075
151,40c890,Li3Fe3(SO2)2,0.12820256365530458,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.11999170307870344,Li2SO4+LiFeO2+FeS+Li2S,bca6f51e-ff27-44f3-8207-1b0a38c66579,pbe,-5.588432575
152,7f564b,Li3Fe3(SO2)2,0.12966473448863702,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.12145387391203588,Li2SO4+LiFeO2+FeS+Li2S,31fe177b-9d86-43d6-a5c6-462a5f630ba6,pbe,-5.586970404166667
153,eefa33,Li3Fe3(SO2)2,0.1339847911553047,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.12577393057870356,Li2SO4+LiFeO2+FeS+Li2S,a471f7a2-8561-4d3c-ba35-2e19b9fe3d8d,pbe,-5.5826503474999996
154,60300b,Li3Fe3(SO2)2,0.16514941532197103,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.15693855474536988,Li2SO4+LiFeO2+FeS+Li2S,34a732bf-e7b6-4ce5-a40c-3a15ffec1850,pbe,-5.551485723333333
155,0ef240,Li4Fe2S3O2,0.10774639931818264,Li2SO4+Li2Fe4S3O2+Li2S,0.09917443767676648,Li2SO4+LiFeO2+FeS+Li2S,59469ce6-3cd2-4927-8cfe-b02351e2aa49,pbe,-4.971965947272728
156,24dad5,Li3Fe3SO5,0.11425201172348576,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.11014658143518652,Li2SO4+LiFeO2+FeS+Li2S,bc00a674-67e8-4896-a83d-a0dcb2d94181,pbe,-5.833385104166666
157,2a3a82,Li3Fe3SO5,0.1269558717234851,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.12285044143518586,Li2SO4+LiFeO2+FeS+Li2S,785c2db2-16f1-42dd-8fce-21321161939a,pbe,-5.820681244166667
158,68a9b3,Li3Fe3SO5,0.1314249017234861,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.12731947143518685,Li2SO4+LiFeO2+FeS+Li2S,2b6b0c75-4a83-46d9-9a65-ccba6858909b,pbe,-5.816212214166666
159,6aaa17,Li3Fe3SO5,0.141901110890152,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.13779568060185277,Li2SO4+LiFeO2+FeS+Li2S,34851ebd-93cf-4739-8ad0-4f559a1aab77,pbe,-5.805736005
160,26d2df,Li3Fe3SO5,0.15908168755681906,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.15497625726851982,Li2SO4+LiFeO2+FeS+Li2S,7cf4948f-64a2-41ff-9556-7ec773fda714,pbe,-5.788555428333333
161,6da4ba,Li2Fe2S3O,0.11550889739583248,Li2SO4+FeS+Li2S,0.11550889739583248,Li2SO4+FeS+Li2S,2cba126c-0144-4c55-89c7-376dcd19f318,pbe,-5.005146861875
162,8720d6,Li2Fe2S3O,0.17371745864583232,Li2SO4+FeS+Li2S,0.17371745864583232,Li2SO4+FeS+Li2S,86795838-dd76-4a79-9daa-bee2bc5c37a9,pbe,-4.946938300625
163,073900,LiFeSO,0.11631080031250018,Li2SO4+Li2Fe4S3O2+Li2S,0.10452435305555507,Li2SO4+LiFeO2+FeS+Li2S,937f8351-e598-4302-9a21-bc1db8edd42e,pbe,-5.3687925175
164,ee3707,LiFeSO,0.12542042031250045,Li2SO4+Li2Fe4S3O2+Li2S,0.11363397305555534,Li2SO4+LiFeO2+FeS+Li2S,5c254128-b40b-44cc-9ef9-71ddab7fe211,pbe,-5.3596828975
165,5e0a6c,Li2Fe2SO3,0.13032283664772493,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.1241646912152774,Li2SO4+LiFeO2+FeS+Li2S,5a246459-c465-4918-8290-62777562a8eb,pbe,-5.701813290625
166,2d093d,Li2Fe2SO3,0.13983618227272476,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.13367803684027724,Li2SO4+LiFeO2+FeS+Li2S,5de6f54a-e081-48f5-bccb-0b39adb53da2,pbe,-5.692299945
167,f6976b,Li2Fe2SO3,0.15971676664772527,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.15355862121527775,Li2SO4+LiFeO2+FeS+Li2S,1796e225-42e6-42bb-a958-af963973f024,pbe,-5.672419360625
168,28b87c,Li2Fe2SO3,0.16545320039772538,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.15929505496527785,Li2SO4+LiFeO2+FeS+Li2S,d1c29165-4265-48af-84a1-9c9e59998f07,pbe,-5.666682926875
169,747b81,Li2Fe2SO3,0.17540481102272487,Li2FeSO+Li2SO4+Li2Fe4S3O2+LiFeO2,0.16924666559027735,Li2SO4+LiFeO2+FeS+Li2S,1853c0a7-6bc2-4496-99ae-ea9362705d6d,pbe,-5.65673131625
