label,natoms,enthalpy,volume,pressure,symmetry,formula,nform
LFSO-Li2Fe2S2O-201021-234832-b2fccc,14,-452.31494000000004,21.3832355,0.0021,(Pc),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-001000-889fdf,21,-452.2664047619047,23.072074047619047,-0.6409,(P222),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-001044-10bcf4,7,-452.7266814285714,34.70913514285714,0.1237,(P2/m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-001044-3280dd,7,-452.68636428571426,15.960098,-0.0105,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-001044-b25015,7,-452.75935571428573,15.354319285714285,-0.0095,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-001822-ac0a16,21,-452.76616,20.184577857142855,-0.4217,(Cm),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-001917-06c18b,7,-452.2887942857143,15.068437571428571,0.0275,(Pm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-002015-82a032,14,-452.7405585714286,17.00339042857143,-0.0355,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-002107-df915f,21,-452.73289131471427,19.062646333333333,-0.0189,(C2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-002109-2f5d90,21,-452.76513238095237,20.43805780952381,0.0098,(R3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-002109-ad6fab,7,-452.30530714285715,20.524175714285715,0.0317,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-002206-7e47d2,14,-452.70268142857145,18.69455407142857,-0.0185,(P3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-003012-54c436,7,-452.4350014285714,20.400550000000003,0.0273,(C2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-003702-eb3f99,7,-452.63498,19.378228571428572,-0.0061,(Amm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-003709-6b9794,7,-452.52899285714284,34.657282714285714,-0.0382,(Pmmm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-003710-4e2e8c,14,-452.7619314285715,17.81221842857143,-0.009,(Pc),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-003719-1c2da9,14,-452.7620035714286,21.868337714285712,-0.0301,(P2/m),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-003745-0d0ed6,14,-452.6775192857143,20.191815785714287,-0.0161,(I222),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-003754-c78716,21,-452.231499047619,24.78885161904762,0.0165,(Amm2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-003814-bd12f3,14,-452.9133185714286,17.413242785714285,0.0131,(Fdd2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-003814-c53e38,14,-452.5760971428571,19.922272071428573,0.0525,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-003843-f9f0f5,7,-452.2084114285714,22.84225442857143,2.0539,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-003916-456d97,7,-452.69545285714287,26.134184142857144,-0.0344,(Pm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-010412-6f927d,14,-452.4854192857143,19.408244357142856,0.074,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-010413-a9a118,14,-452.68678857142856,28.870130857142858,-0.3944,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-010616-fbb1b9,7,-452.8556571428571,18.421382285714287,0.0043,(P-1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-010758-588b9b,14,-452.7364607142857,15.41176342857143,0.0088,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-010816-e08a3d,14,-452.6640385714286,17.512614142857142,-0.0139,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-010843-43db09,14,-452.69390428571427,18.911272642857142,-0.0437,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-010851-5cd8e5,7,-452.3485871428571,32.10209242857143,-0.0066,(Imm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-011054-d3de58,14,-452.303715,21.27546057142857,0.0962,(P3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-011103-cd8314,21,-452.8223933333333,20.703478238095236,-0.01,(P31),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-011105-ec6267,14,-452.69184428571424,16.417019357142856,0.0061,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-011508-4ccd25,7,-452.4205942857143,22.608511571428572,0.0119,(P2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-011529-73a329,7,-452.1818242857143,32.508409,0.0574,(Fmm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-011541-34068e,21,-452.2182004761905,22.726353380952382,0.1984,(P222),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-011559-626863,21,-452.6037695238095,26.106685714285714,0.0219,(P3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-011604-2867c6,7,-452.42005714285716,18.208831285714286,-0.0014,(Amm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-011725-ceadfe,21,-452.6448676190476,27.199899142857145,-0.0157,(P3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-011734-76d16a,7,-452.39344,20.620995714285716,0.0009,(Pm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-011806-975ced,14,-452.8327357142857,16.288185785714287,-0.0039,(P21/c),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-011901-fb527a,21,-452.7180203868571,34.278511809523806,0.3298,(Pm),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-012011-d51f56,7,-452.20325428571425,17.528804714285716,0.0612,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-012021-563206,7,-452.5321,18.551003142857144,0.0842,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-012112-a538d2,14,-452.5126392857143,19.4743555,-0.0294,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012240-73b1a2,14,-452.66496,31.219858785714283,-0.011,(P21/m),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012316-a6b77c,7,-452.4962357142857,24.190369285714286,0.056,(Pm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-012413-049049,14,-452.86735285714286,19.030459714285715,-0.028,(P-1),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012413-8f567e,14,-452.56615571428574,22.30594285714286,-0.0094,(Cm),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012509-b5d9c2,21,-452.676491904762,28.424642380952385,-0.0533,(Cm),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-012550-458d39,7,-452.71504428571427,28.652979285714284,0.0914,(P2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-012554-247284,7,-452.1389,14.88117142857143,0.0579,(P4mm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-012756-fed591,7,-452.67568857142857,27.861010571428572,0.0431,(Fmm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-012835-66c727,14,-452.869525,16.68242807142857,-0.0212,(P-1),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012905-800578,14,-452.64216500000003,20.6856505,-0.0729,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012905-986eef,7,-452.8345228571429,17.766889857142857,-0.0254,(C2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-012906-0ee647,14,-452.7362764285714,16.323423785714287,-0.0342,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012916-94e07c,14,-452.53175571428574,20.944828285714287,0.0083,(Pc),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-012959-b68992,14,-452.87340428571423,19.026134142857142,0.0088,(Aea2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-013136-4a3f5b,21,-452.7494342857143,22.205402285714285,0.0516,(P2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-013305-c6d55e,14,-452.6989792857143,27.880089714285713,0.7922,(Pmc21),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-013328-6b0865,7,-452.66586,15.637156142857142,0.0327,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-013348-767d9d,21,-452.7287823809524,22.580392857142858,0.0199,(P3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-013738-84a047,14,-452.86816714285715,16.904700285714288,-0.0142,(Pba2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-013826-866090,14,-452.7086264285714,21.57979092857143,0.0288,(P21/c),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-013855-7c3239,14,-452.9188878571428,14.616567571428572,0.0295,(P21),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-013859-ccf743,14,-452.4692728571428,32.435359285714284,-0.037,(C222),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-014011-8bd86b,21,-452.5565419415715,20.847510047619046,0.6267,(I222),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-014058-d92097,14,-452.87260214285715,17.148136142857144,0.0314,(P-1),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-014129-6b30a6,14,-452.77687000000003,17.729440071428574,0.0195,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-014210-b7b9ff,21,-452.8177104761905,24.123828714285715,-0.0109,(R3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-014215-6c456a,7,-452.74005,15.948315714285714,0.0557,(R3m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-014352-963021,7,-452.6980328571429,30.459870571428574,-0.0087,(Pm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-014356-d405a1,21,-452.75650333333334,32.43893728571428,-0.037,(Pm),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-014418-662824,14,-452.7854135714286,17.489168857142857,0.0319,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-014422-5e840c,7,-452.86784,22.33013,0.0062,(C2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-014422-ac1579,14,-452.74169785714287,37.64154042857143,-0.1198,(Pnc2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-014650-91cdb3,14,-451.84898357142856,18.363501142857142,0.0547,(P3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-014734-5042a4,21,-452.65855857142856,16.46215719047619,-0.0364,(P2/m),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-014751-0fa637,14,-452.6153,21.276862714285716,0.0088,(Cmme),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-014851-d13a3b,7,-452.7299885714286,15.481165857142857,-0.0072,(R3m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-015105-14c28e,7,-452.80224285714286,23.267059285714286,0.0066,(C2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-015203-0a1bcb,21,-452.76191714285716,22.34399695238095,0.0093,(R3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-015424-9a5b18,14,-452.8285907142857,22.63329557142857,0.0577,(Cc),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-015429-80863f,7,-452.8151214285714,19.669106142857142,-0.0015,(Fmm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-015518-108f6c,7,-452.86864857142854,15.806663285714285,0.0426,(P-1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-015703-e91b17,14,-452.1911742857143,18.23372542857143,-0.0663,(C222),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-015710-9b8984,14,-452.78704285714286,22.355000642857142,0.0409,(Cc),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-015816-c1326b,7,-452.85970428571426,18.605070714285713,-0.0244,(P-1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-015834-cb3bb4,21,-452.8131785714286,19.945744333333334,0.0303,(P31),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-015834-fa8c10,7,-452.67717285714286,14.945813428571428,-0.0611,(R3m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-015913-6ed0bd,7,-452.75005999999996,19.88606014285714,-0.1033,(Cm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-020048-c0bcbd,7,-452.21993285714285,19.712672,-0.0304,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-020125-acf10f,21,-452.5897242857143,23.647925285714287,-0.0063,(P2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-020135-db4a0a,21,-452.55338220057143,27.018785571428573,0.1225,(P2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-020143-e1033d,14,-452.5113678571429,22.019411357142854,-0.3356,(Iba2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-020509-9fff75,14,-452.69390642857144,24.493897928571432,-0.0495,(P21/m),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-020523-785c65,14,-452.764415,16.666964642857142,-0.0313,(P2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-020533-141091,14,-452.89497,18.707610285714285,0.0244,(P-1),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-020548-82c553,14,-452.64304214285715,39.3452675,0.0729,(C2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-020617-00d31b,21,-452.72387,19.47891242857143,0.017,(P31),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-020801-ce0fdf,21,-452.71955142857144,23.267657142857143,-0.1395,(P222),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-020944-fc9e7f,21,-452.7654323809524,16.075771666666668,0.068,(P31),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-021130-6fec74,7,-452.76446,20.255822857142856,-0.0003,(C2/m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-021257-e10866,14,-452.7978885714286,18.6248155,-0.0079,(Cmm2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-021510-43b0bd,7,-452.71125571428576,23.590319571428573,0.0619,(P2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-021750-f7a8be,7,-452.8683142857143,17.449533857142857,-0.0399,(Cm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-021846-1ee121,21,-452.2872695238096,20.51635823809524,0.0711,(P222),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-022036-6df0fb,14,-452.75014071428575,16.524606214285715,-0.013,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-022128-e0e961,7,-452.8929857142857,16.545221,-0.0264,(P-1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-022155-f41292,21,-452.6840338095238,22.507799285714288,0.0042,(Cm),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-022211-ba06fc,7,-452.70208428571425,22.63687142857143,0.003,(C2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-022333-8ad02b,14,-452.1999064285714,18.0525675,-0.0292,(P3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-022414-4cdffd,7,-452.8517014285714,20.318628571428572,0.012,(P-1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-022424-1d2e9b,7,-452.58373571428575,25.108411571428572,-0.059,(Cm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-022424-4e24a7,7,-452.84196285714285,18.928679857142857,-0.005,(P-1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-022644-e9e445,21,-452.529509047619,25.498718476190476,0.7512,(Cm),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-022650-dc1c14,7,-452.80702,26.068289285714286,-0.0038,(C2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-022722-8a35ed,7,-452.5394871428571,13.836353142857144,0.0025,(R3m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-022942-aa78ff,21,-452.6095133333333,20.679990523809526,0.0355,(P2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-023301-e766af,7,-452.66677571428573,16.33125957142857,0.0728,(Imm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-023507-6f202c,7,-451.99199428571427,18.40515657142857,-0.0078,(C222),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-023551-e3d729,7,-452.78187285714284,19.713938142857142,0.0223,(Cm),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-023744-71d94a,21,-452.6299395238096,18.021462095238093,-0.0101,(Fmm2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-023843-05a8ff,21,-452.57965476190475,19.42310319047619,-0.0036,(P-4),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-023857-39bb3c,21,-452.74954952380955,22.915863904761903,-0.021,(P2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-024302-c2e9e9,21,-452.81505333333337,23.022739904761902,0.3405,(P32),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-024539-7ae82f,21,-452.7052633333334,22.191299476190476,0.0712,(R3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-024734-b99d32,7,-452.5929228571428,13.544112,-0.0057,(R3m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-024952-75f882,14,-452.493195,23.035940500000002,0.0045,(Fmm2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-025012-f7c045,7,-452.5740728571428,21.308345285714285,0.0427,(P2/m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-025047-8b9517,21,-452.668489047619,27.217116238095237,0.0251,(P-4),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-025051-ab7f04,7,-452.68475,15.05934042857143,0.0091,(R3m),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-025154-96f47d,14,-452.5654014285714,21.89956864285714,0.0346,(P3m1),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-025303-c8420d,14,-452.83943857142856,17.4957475,-0.0095,(P21/c),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-025347-62b705,21,-452.73856714285716,26.79735119047619,0.0206,(Cm),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-025429-d70813,7,-452.52201285714284,18.015886000000002,-0.0429,(Fmm2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-025628-fc7294,7,-452.41544285714286,16.030749285714286,0.0345,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-025928-064a80,14,-452.51891642857146,20.4501765,0.0294,(Pmn21),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-025955-bdd5e4,14,-452.5621807142857,23.639145857142857,-0.0231,(Pmc21),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-030010-3a3ec6,7,-452.73157142857144,17.331761857142858,0.0556,(P-4m2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-030205-442982,14,-452.75277642857145,19.33226007142857,0.0378,(P2),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-030325-17949b,7,-452.71527857142854,22.738643857142854,-0.2394,(P2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-030350-768e1f,7,-452.61369285714284,18.52281657142857,0.0056,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-030440-4cde7f,14,-452.68168214285714,27.51276107142857,-0.1818,(R3),Fe2Li2OS2,2
LFSO-Li2Fe2S2O-201022-030523-3403cf,21,-452.7847628571429,20.478906476190474,0.1411,(Fmm2),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-030548-611c01,7,-452.74308285714284,22.56818157142857,0.0253,(C2),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-030614-08a2da,7,-452.6907857142857,18.506352857142854,0.0652,(P3m1),Fe2Li2OS2,1
LFSO-Li2Fe2S2O-201022-030935-5f26cb,21,-452.58629619047616,28.283796095238092,0.0525,(P3),Fe2Li2OS2,3
LFSO-Li2Fe2S2O-201022-031043-8adff0,7,-452.7733414285714,24.178979714285713,0.0182,(Cm),Fe2Li2OS2,1
