# energy dos(up) dos(down)
-6.379809999999999093e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.375860000000000127e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.371909999999999741e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.367959999999999354e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.364000000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.360049999999999670e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.356099999999999284e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.352150000000000318e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.348199999999999932e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.344249999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.340299999999999159e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.336350000000000193e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.332399999999999807e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.328449999999999420e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.324490000000000123e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.320539999999999736e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.316589999999999350e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.312640000000000384e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.308689999999999998e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.304739999999999611e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.300789999999999225e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.296840000000000259e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.292889999999999873e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.288939999999999486e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.284980000000000189e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.281029999999999802e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.277079999999999416e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.273129999999999029e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.269180000000000064e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.265229999999999677e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.261279999999999291e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.257330000000000325e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.253379999999999939e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.249429999999999552e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.245470000000000255e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.241519999999999868e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.237569999999999482e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.233619999999999095e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.229670000000000130e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.225719999999999743e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.221769999999999357e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.217820000000000391e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.213870000000000005e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.209919999999999618e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.205969999999999231e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.202009999999999934e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.198059999999999548e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.194109999999999161e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.190160000000000196e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.186209999999999809e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.182259999999999422e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.178309999999999036e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.174360000000000070e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.170409999999999684e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.166459999999999297e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.162500000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.158549999999999613e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.154599999999999227e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.150650000000000261e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.146699999999999875e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.142749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.138799999999999102e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.134850000000000136e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.130899999999999750e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.126949999999999363e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.122990000000000066e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.119039999999999679e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.115089999999999293e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.111140000000000327e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.107189999999999941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.103239999999999554e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.099289999999999168e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.095340000000000202e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.091389999999999816e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.087439999999999429e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.083480000000000132e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.079529999999999745e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.075579999999999359e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.071630000000000393e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.067680000000000007e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.063729999999999620e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.059779999999999234e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.055830000000000268e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.051879999999999882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.047929999999999495e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.043979999999999109e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.040019999999999811e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.036069999999999425e+01 2.000000000000000096e-04 -0.000000000000000000e+00
-6.032119999999999038e+01 2.149999999999999828e-02 -0.000000000000000000e+00
-6.028170000000000073e+01 6.431000000000000050e-01 -0.000000000000000000e+00
-6.024219999999999686e+01 6.080799999999999983e+00 -0.000000000000000000e+00
-6.020269999999999300e+01 1.856340000000000146e+01 -0.000000000000000000e+00
-6.016320000000000334e+01 1.856500000000000128e+01 -0.000000000000000000e+00
-6.012369999999999948e+01 6.120800000000000018e+00 -0.000000000000000000e+00
-6.008419999999999561e+01 1.634400000000000075e+00 -0.000000000000000000e+00
-6.004469999999999175e+01 7.921499999999999986e+00 -0.000000000000000000e+00
-6.000509999999999877e+01 2.015919999999999845e+01 -0.000000000000000000e+00
-5.996559999999999491e+01 1.668059999999999832e+01 -0.000000000000000000e+00
-5.992609999999999104e+01 4.552999999999999936e+00 -0.000000000000000000e+00
-5.988660000000000139e+01 2.147499999999999964e+00 -0.000000000000000000e+00
-5.984709999999999752e+01 1.084120000000000061e+01 -0.000000000000000000e+00
-5.980759999999999366e+01 2.132229999999999848e+01 -0.000000000000000000e+00
-5.976810000000000400e+01 1.361739999999999995e+01 -0.000000000000000000e+00
