,resid,formula,Distance to Hull (eV),decomp,Distance to known hull (eV),decomp_known,structure_uuid,functional,Energy Per Atom (eV)
0,0ef240,Li4Fe2S3O2,0.10774639931818264,Li2SO4+Li2Fe4S3O2+Li2S,0.09917443767676648,Li2SO4+LiFeO2+FeS+Li2S,59469ce6-3cd2-4927-8cfe-b02351e2aa49,pbe,-4.971965947272728
