label,natoms,enthalpy,volume,pressure,symmetry,formula,nform
LFSO-Li4Fe3S3O2-201028-205255-e3e039,24,-431.0554041666667,21.635024041666668,-0.0269,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-205413-66c102,24,-431.0101208333333,15.948724708333332,-0.3774,(C222),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-205512-1068fd,12,-430.9271483333334,18.723524583333333,-0.0098,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-205715-d7795e,24,-431.08687499999996,14.259623541666668,-0.0349,(P21/c),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-205808-272afc,24,-431.04019166666666,25.284699500000002,0.0351,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-205808-7a8009,24,-431.0024,19.75359625,-0.0382,(Aem2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-205808-ac8581,24,-431.14820833333334,21.219614708333335,-0.0078,(Pnc2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-210010-1e79c6,12,-430.86432583333334,18.03616033333333,-0.0079,(Cmmm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-210500-a46645,24,-431.11956250000003,26.932302791666668,0.0217,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-210725-a718fc,12,-431.04194750000005,17.930712166666666,0.0474,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-210830-250a30,12,-431.0138425,19.861588916666665,0.0127,(Imm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-211048-63a4a9,12,-431.1520233333333,17.958998,-0.0061,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-211312-241c90,12,-430.75105749999994,22.153112833333335,-0.0216,(P222),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-211545-25f35b,12,-430.6395883333333,19.858015166666664,-0.0021,(F222),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-212433-426746,12,-431.07343833333334,18.706727166666667,0.0585,(Pmm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-212457-57982b,12,-431.11287833333336,18.125172916666667,0.0423,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-212751-d8262a,12,-430.9761608333333,17.127853833333333,0.0375,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-212931-ae83b6,12,-431.0053975,20.745940083333334,0.5957,(P2/m),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-213512-0c1402,24,-430.9713791666666,28.044768791666666,0.2727,(C2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-213558-bb7654,12,-431.1078866666667,18.421617666666666,0.0663,(Cm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-213602-e88a05,24,-431.14088749999996,20.988774,0.0731,(Pmn21),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-213631-cb432c,24,-431.09209166666665,22.2196355,-0.0179,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-214444-1ae43d,12,-430.9794058333334,26.595957166666665,-0.0436,(P2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-214454-1e61e2,24,-430.81607916666667,24.152220749999998,-0.0175,(Ama2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-214701-8ef784,24,-431.027675,25.323018083333334,0.0195,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-214942-7952f9,24,-431.1545125,19.673700541666665,0.0178,(P21),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-214950-4c5d0d,24,-431.1558333333333,17.403199958333335,0.0717,(P-1),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-215058-b0151b,12,-430.9979625,23.604009333333334,-0.0517,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-215258-d5d6de,12,-430.93507750000003,24.448101166666664,0.0104,(Fmm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-215551-c7b539,12,-430.9225916666667,15.891316333333334,0.1879,(C2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-220042-b25dc4,12,-430.86246166666666,15.932121166666667,-0.0472,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-220219-4e4ecc,12,-431.15009416666663,18.349716166666667,0.0569,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-220444-5b0048,12,-430.938555,20.739242583333333,0.0309,(P2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-220511-a7273a,24,-430.91732083333335,18.324548041666667,-0.8603,(C2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-220829-eb93c7,24,-431.121975,20.307230125,0.0025,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-220837-a630a2,12,-431.1364716666667,17.190668833333334,-0.0007,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-220930-ec91ea,24,-431.1244291666667,19.043434708333333,0.0379,(P2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-221000-23a65e,24,-431.0053708333333,23.51290908333333,-0.1075,(C2221),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-221011-e321f8,12,-430.9010041666667,19.675383333333333,0.0584,(P2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-221056-e48e7a,12,-431.0650983333333,18.441370333333335,0.0004,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-221121-8112ff,24,-431.1216,17.984548583333332,-0.0166,(C2/m),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-221231-166e55,12,-430.7827208333333,19.331925000000002,-0.1376,(Pm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-222709-4c5d89,12,-431.11996999999997,17.114943916666665,0.0005,(P-1),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-222804-968f1c,12,-430.56916,20.457806333333334,0.0116,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-223722-402a29,12,-430.5369316666667,17.910574333333333,-0.0055,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-224210-37c238,24,-431.16137499999996,20.878577375,-0.2221,(Ama2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-224210-4d8663,12,-430.80705416666666,20.080804750000002,0.0157,(Cmm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-224210-ec904b,12,-430.44473500000004,20.1097985,0.0297,(P-4),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-224211-4caf13,12,-430.83759499999996,19.981263333333334,0.0086,(F222),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-224251-7759af,12,-431.0199641666666,18.84215358333333,0.2469,(Cm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-224424-ab88b3,24,-431.0637541666667,18.258622083333332,-0.1712,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-225044-528402,12,-430.9093941666667,26.13165475,-0.0738,(P2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-225044-718eba,12,-430.9979725,15.605610749999999,-0.0537,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-225130-408f6c,12,-430.9676408333333,19.872245833333334,0.0337,(Imm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-225909-00ac0b,24,-431.0285666666667,24.698102333333335,-0.0338,(P21),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-225909-772c0d,24,-431.0594875,27.492240874999997,-0.0063,(P21),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-230016-315232,12,-430.99561833333337,21.366499666666666,-0.0383,(Pm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-230926-c4e95b,12,-430.9836808333334,23.404830083333334,0.1179,(C2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-231032-2258b1,24,-431.0702416666666,20.983169541666665,0.1197,(Cm),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-231032-81449e,24,-431.0152333333333,25.039620916666667,0.0945,(Aea2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-231032-bb5e89,24,-431.09995000000004,24.044465958333333,-0.009,(P21),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-231054-41c33f,12,-431.04516416666667,25.592998166666664,0.1026,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-231341-ec11e4,12,-431.06954083333335,19.945219833333333,0.0462,(P2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-231412-cbde72,24,-431.0231875,23.45940416666667,-0.0602,(I212121),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-231425-e29ed0,12,-430.8159508333333,17.438446916666667,0.0276,(Fmm2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-231956-f90189,24,-431.0844625,20.63250641666667,-0.0005,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-232029-760aee,12,-431.0940925,26.729883416666667,-0.034,(Pm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-232200-baa635,12,-430.97525666666667,19.01448875,0.0038,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-232340-e5932d,24,-431.06660000000005,19.714913375,0.1708,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-232420-82b1b3,12,-431.08715750000005,22.987259750000003,0.022,(Cm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-232445-5bf459,12,-431.12525166666666,26.900640749999997,-0.007,(Pm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-232449-6ed0f4,24,-430.9564041666667,23.071335166666668,0.0211,(I212121),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-232652-2860aa,24,-430.7408041666667,19.761821958333332,0.0633,(P4),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-232652-510997,24,-430.7212833333333,22.678567125,-0.9235,(Pc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-233116-54cb5b,12,-431.01629499999996,19.618577,0.0147,(P3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-233216-64f9b2,24,-431.04364583333336,25.884898458333335,-0.039,(Cc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-233313-4e6b17,24,-431.1309208333333,21.727913166666667,-0.0138,(P2),Fe3Li4O2S3,2
